Begin training
Epoch:1, training loss:2.076714515686035, test loss:2.080942153930664, test acc:0.3055
Epoch:2, training loss:1.324497103691101, test loss:1.9380159378051758, test acc:0.409
Epoch:3, training loss:0.4889560341835022, test loss:1.773477554321289, test acc:0.454
Epoch:4, training loss:0.6230705976486206, test loss:2.0128302574157715, test acc:0.384
Epoch:5, training loss:0.689394474029541, test loss:1.036630630493164, test acc:0.6545
Epoch:6, training loss:0.42821115255355835, test loss:1.0550382137298584, test acc:0.6545
Epoch:7, training loss:0.5794707536697388, test loss:1.0338451862335205, test acc:0.69
Epoch:8, training loss:0.1616983413696289, test loss:0.9454704523086548, test acc:0.7065
Epoch:9, training loss:0.8244964480400085, test loss:1.7660307884216309, test acc:0.55
Epoch:10, training loss:0.12425410747528076, test loss:1.0148651599884033, test acc:0.6985
Epoch:11, training loss:0.2661718428134918, test loss:0.8359125852584839, test acc:0.7365
Epoch:12, training loss:0.2828044295310974, test loss:1.1661676168441772, test acc:0.6715
Epoch:13, training loss:0.04401916265487671, test loss:1.2678369283676147, test acc:0.667
Epoch:14, training loss:0.12613677978515625, test loss:1.6311182975769043, test acc:0.5985
Epoch:15, training loss:0.15065866708755493, test loss:1.8828816413879395, test acc:0.5715
Epoch:16, training loss:0.051087915897369385, test loss:0.9342180490493774, test acc:0.741
Epoch:17, training loss:0.005066514015197754, test loss:1.0947716236114502, test acc:0.7185
Epoch:18, training loss:0.05448490381240845, test loss:1.9082835912704468, test acc:0.5735
Epoch:19, training loss:0.02919536828994751, test loss:1.040274977684021, test acc:0.7315
Epoch:20, training loss:0.4050401449203491, test loss:2.5933494567871094, test acc:0.553
Epoch:21, training loss:0.08562105894088745, test loss:1.0051286220550537, test acc:0.7295
Epoch:22, training loss:0.06655406951904297, test loss:1.1610221862792969, test acc:0.7265
Epoch:23, training loss:0.031396687030792236, test loss:1.5122038125991821, test acc:0.677
Epoch:24, training loss:0.06615814566612244, test loss:1.5752089023590088, test acc:0.6825
Epoch:25, training loss:0.45116567611694336, test loss:1.6923513412475586, test acc:0.6455
Epoch:26, training loss:0.21272575855255127, test loss:1.113574743270874, test acc:0.723
Epoch:27, training loss:0.020544111728668213, test loss:1.5030503273010254, test acc:0.6775
Epoch:28, training loss:0.026972651481628418, test loss:1.443647861480713, test acc:0.6765
