Begin training
Epoch:1, training loss:2.2975096702575684, test loss:2.2955050468444824, test acc:0.1745
Epoch:2, training loss:2.2853143215179443, test loss:2.2816038131713867, test acc:0.285
Epoch:3, training loss:2.242434501647949, test loss:2.255795478820801, test acc:0.4605
Epoch:4, training loss:2.1930055618286133, test loss:2.2144250869750977, test acc:0.4645
Epoch:5, training loss:2.102893114089966, test loss:2.1568894386291504, test acc:0.4265
Epoch:6, training loss:2.0787172317504883, test loss:2.0817782878875732, test acc:0.554
Epoch:7, training loss:2.116523027420044, test loss:1.9927361011505127, test acc:0.6
Epoch:8, training loss:1.7384815216064453, test loss:1.89476478099823, test acc:0.525
Epoch:9, training loss:1.7212982177734375, test loss:1.7841150760650635, test acc:0.572
Epoch:10, training loss:1.394579291343689, test loss:1.665010929107666, test acc:0.5945
Epoch:11, training loss:1.392293095588684, test loss:1.561326026916504, test acc:0.6415
Epoch:12, training loss:1.4613635540008545, test loss:1.4633562564849854, test acc:0.604
Epoch:13, training loss:0.7882994413375854, test loss:1.3541617393493652, test acc:0.6255
Epoch:14, training loss:1.2060225009918213, test loss:1.3087126016616821, test acc:0.605
Epoch:15, training loss:0.7950135469436646, test loss:1.2171473503112793, test acc:0.633
Epoch:16, training loss:0.8011022210121155, test loss:1.1633906364440918, test acc:0.643
Epoch:17, training loss:0.7575830817222595, test loss:1.1191350221633911, test acc:0.639
Epoch:18, training loss:1.0820631980895996, test loss:1.074129581451416, test acc:0.654
Epoch:19, training loss:0.9650691151618958, test loss:1.0968294143676758, test acc:0.6425
Epoch:20, training loss:1.2533164024353027, test loss:1.0122483968734741, test acc:0.6765
Epoch:21, training loss:0.7415033578872681, test loss:1.033614993095398, test acc:0.66
Epoch:22, training loss:0.2732880413532257, test loss:0.9553248882293701, test acc:0.684
Epoch:23, training loss:0.7406162619590759, test loss:0.9538260698318481, test acc:0.6815
Epoch:24, training loss:0.4039246737957001, test loss:0.9763825535774231, test acc:0.673
Epoch:25, training loss:0.6494958400726318, test loss:0.9840668439865112, test acc:0.666
Epoch:26, training loss:1.0536010265350342, test loss:1.0488348007202148, test acc:0.651
Epoch:27, training loss:0.7929888367652893, test loss:0.9734222292900085, test acc:0.676
Epoch:28, training loss:0.6392272710800171, test loss:0.8889588117599487, test acc:0.714
Epoch:29, training loss:0.9016093015670776, test loss:1.0048809051513672, test acc:0.6685
Epoch:30, training loss:1.1537775993347168, test loss:0.9142181873321533, test acc:0.702
Epoch:31, training loss:0.16626816987991333, test loss:0.9749630093574524, test acc:0.673
Epoch:32, training loss:0.5276126265525818, test loss:0.8951055407524109, test acc:0.7095
Epoch:33, training loss:0.536434531211853, test loss:1.0475913286209106, test acc:0.6605
Epoch:34, training loss:0.22701871395111084, test loss:0.9373118877410889, test acc:0.6825
Epoch:35, training loss:0.3247710168361664, test loss:0.9789335131645203, test acc:0.6785
Epoch:36, training loss:0.22379335761070251, test loss:0.8768301606178284, test acc:0.712
Epoch:37, training loss:0.5560401082038879, test loss:0.8408953547477722, test acc:0.7285
Epoch:38, training loss:1.1101365089416504, test loss:1.1256245374679565, test acc:0.6345
Epoch:39, training loss:0.30790582299232483, test loss:0.8574303984642029, test acc:0.7115
Epoch:40, training loss:0.5565389394760132, test loss:1.0383098125457764, test acc:0.6635
Epoch:41, training loss:0.6463852524757385, test loss:0.9319053888320923, test acc:0.691
Epoch:42, training loss:0.23725491762161255, test loss:0.9512081146240234, test acc:0.682
Epoch:43, training loss:1.0646718740463257, test loss:1.104235291481018, test acc:0.644
Epoch:44, training loss:0.442163348197937, test loss:0.932757556438446, test acc:0.6845
Epoch:45, training loss:0.4475621283054352, test loss:0.970780611038208, test acc:0.6835
Epoch:46, training loss:0.48078230023384094, test loss:0.968559980392456, test acc:0.679
Epoch:47, training loss:0.4132898449897766, test loss:1.2052398920059204, test acc:0.616
Epoch:48, training loss:0.16016346216201782, test loss:1.069421410560608, test acc:0.6555
Epoch:49, training loss:0.4313325881958008, test loss:0.8867013454437256, test acc:0.7105
Epoch:50, training loss:0.7151901721954346, test loss:0.9413332939147949, test acc:0.6935
Epoch:51, training loss:0.04014533758163452, test loss:0.9850437641143799, test acc:0.6825
Epoch:52, training loss:0.15674400329589844, test loss:1.059755802154541, test acc:0.658
Epoch:53, training loss:0.36858993768692017, test loss:0.9504318833351135, test acc:0.6905
Epoch:54, training loss:0.10400855541229248, test loss:1.035319209098816, test acc:0.6785
Epoch:55, training loss:0.5360383987426758, test loss:1.121401071548462, test acc:0.649
Epoch:56, training loss:0.08392065763473511, test loss:1.0361961126327515, test acc:0.679
Epoch:57, training loss:0.3241010904312134, test loss:0.9877246022224426, test acc:0.693
Epoch:58, training loss:0.45039862394332886, test loss:1.0425009727478027, test acc:0.674
Epoch:59, training loss:0.30197954177856445, test loss:1.1044329404830933, test acc:0.656
Epoch:60, training loss:0.2504294812679291, test loss:1.0283604860305786, test acc:0.683
Epoch:61, training loss:0.30567342042922974, test loss:1.1649624109268188, test acc:0.6475
Epoch:62, training loss:0.6496508121490479, test loss:1.3130582571029663, test acc:0.615
Epoch:63, training loss:0.41705650091171265, test loss:1.1167562007904053, test acc:0.659
Epoch:64, training loss:0.15021485090255737, test loss:1.1223599910736084, test acc:0.6515
